,Unnamed: 0,text,label,language
208157,208157,orang ahok konsisten berangkat saudara umat muslim yg kurang mampu pergi umroh gratis lain sisi banyak tipu pakai embel agama kubur harap saudara umat muslim kurang mampu dap,0.0,13
208158,208158,user user user banteng lebih ngeri bungsarangnya komunis,0.0,13
208159,208159,user nah diahadeh rejim amatirmuakmuakmuak segera segera gantipresiden,0.0,13
208160,208160,user huhuhuhu tiba sm kim bum plot twist bangettt sumpah aku tuh udh relain sm monyet beneran biar monyet move on eh tau ama jan jangan monyet gaberani deketin karna tau udh yg punya,1.0,13
208161,208161,user and benci pks anda agen yahudi komunis,0.0,13
208162,208162,banyak fitnah nih mpok silvy debatfinalpilkadajkt gue,0.0,13
208163,208163,user apas anjing lu lebay geblek,1.0,13
208164,208164,pkh super cipta lengkap program keluarga harap pkh kembang presiden jokowi pkhsupergusipulputi,0.0,13
208165,208165,user yah nama panasbung,0.0,13
208166,208166,ajak semua muslim cari tahu siapa muhammad benar jangan dia enak cocok penis bangsa jadi susah,1.0,13
208167,208167,mau jadi apa jabar kalo wagubnya aja ga konsisten user user user meikartagate,0.0,13
208168,208168,user xfxfxxxfxfxxxfxfxx harus jabat perintah dr gubernur tingkat tri dpr layak potong gajih untk bayar pajak bayar zakat mal sisa untk fakir miskin untk tutup utang neg,0.0,13
208169,208169,user user apa kalian belek ontaxfxfxxa ngomong gue belakang kaanxfxfxxaxfxfxxa,1.0,13
208170,208170,user udik lu,1.0,13
208171,208171,inkonsistensi lucu,0.0,13
208172,208172,user enak nete tau nnbagus gin lho gapapa kenang masa lalu fesbuk,1.0,13
208173,208173,muncul antek antek pki dah berani muncul terangterangan mudahmudah perintah tinggal diam url,0.0,13
208174,208174,user apa huhungannya bego sm lesbi anjir,1.0,13
208175,208175,user user yaelah lu lihat film gs pki trus buat rujuk xfxfxxnlu baca buku manai sophiaan njudulnya hormat yg hak nnbiar lu melek politik siapa suharto nbanyakin baca bukan posting gambar kartun biar nda,0.0,13
208176,208176,kalian cocok ko sama sama bajing,1.0,13
208177,208177,user jadi mandang orang lewat agama kaya biasa gw gakpernah peduli ama agama orang trs jadi tulis kristen jidat kalo gw deket langsung nyes trs pikir harus gw move,0.0,13
208178,208178,user user user user user rujuk dlm sempak jadi sempat dehruang gerak radikalisme teror batas bilang anti islamotaknya dr kotor onta kyaknya,1.0,13
208179,208179,user user bukan salah gst belum pru iya salah gst tipu munafik ni,0.0,13
208180,208180,user pala lu jumplitan ngeliatin gua kunyuk,1.0,13
208181,208181,doi tuh native speaker yannmother languagenya englishnnkomen jaga dong bangsad,1.0,13
208182,208182,jangan terlalu banyak bingkai bangkai cukup jadi ajar agar hidup makin baik masa akan datang,0.0,13
208183,208183,user oi brengsek lo url,1.0,13
208184,208184,user user bukan bom karena n tanggal tuwek n wayahe nyekolahkan anak n uang belanja buat beli beras sabun token listrik bayu sayur nyatane malah sedot buat tuku pulsa data medsos,0.0,13
208185,208185,user rezim kuasa yg jd korban pers rezim sby,0.0,13
208186,208186,coba yg suka ngatain kpop banci heboh kalo ngomongin drakor mana maap maap aja nih mas mba drakor yg lo sering tonton beberapa yg jadi idol loh,1.0,13
208187,208187,user ngga kucing surup kucing setan,1.0,13
208188,208188,user user teori yg bener bkn tiori pasti bani cumi asal mangap tpi yg masuk racun,1.0,13
208189,208189,user user kristen lesbi emang,1.0,13
208190,208190,user user user mulut buaya mah,0.0,13
208191,208191,apa kita julukin aniessandi gub wagub saracen url,0.0,13
208192,208192,user jan kenceng ketawa kaya kunti aja,0.0,13
208193,208193,user udah sipit ininga disipitin nn xcdxaxcxb xcaxxccxaf xcdxaxcxbnxcxa xexxfxexxxexxxexxbnxexxxexxxcxa xexx,0.0,13
208194,208194,user mau tetep dukung prabowo ragu elektabilitasnya anjlok lagipula prabowo dua kali maju gagal terus rakyat bosan bukan calon fresh tidak punya peluang menang tinggi,0.0,13
208195,208195,perangkat lurah tolak berita hoax sukses pilkada dami kota diri,0.0,13
208196,208196,awal sambut presiden user sampai apresiasi temu para kader pmii yakin milik semangat tinggi pemuda muslim tanah air jokowiajakmasyarakatoptimistis,0.0,13
208197,208197,hukum indonesia mati,0.0,13
208198,208198,user rezim sekrng brupaya mncuci otak generasi agar mlpakn sejarahseakan bpknyalah yg hebat mlh mi d sama dgn tuhannrezim kacang lupa kulit nmlh mnjdi puja aseng anjing komunis,0.0,13
208199,208199,user kelingkalingafrom rong mahawangsakedah annals abt raja mahawangsa raja maha vamsam tamilraja fm great race going back b th century ad the st sultans of kedah had indiantamilhindubuddhistthaimalay links d th converted,0.0,13
208200,208200,lama tiap tranksaksi non tunai jadi indonesia rekam pihak asing semua behaviour masyarakat sudah baca mereka nixon nngobroltempo,0.0,13
208201,208201,ahelah kata mau ngedeketin kubu muslim gimana wong hendak tuhan aja cuma diitung jadi nomer ngga takut kena serang jantung kayak p,0.0,13
208202,208202,deklarasi anti hoax polres pematangaiantar dukung pilkada serentak tahun user user user user,0.0,13
208203,208203,user user user gak kristen transnasional ingin rubah dasar negara indonesia makanya gak perlu embel xfxfxxxfxfxxxfxfxx,0.0,13
208204,208204,kalau tak faham hari faham bahawa betapa tinggi ilmu ulama dulu sampai kita pun tak faham tg ahmad ridauddin,0.0,13
208205,208205,user bukan jadi sampah bro jadi rumah ikan xexxcrumponxexxddan tempat tumbuh terumbu karang biota laut lain kalo hati dah limut benci semua salah akh besmart,0.0,13
208206,208206,kalo user beneran otoriter bagaimana label pulangpulang tinggal nama tuh,0.0,13
208207,208207,user user jaman dulu masjaman skrng seklh kristen aja teori evolusi tetap diijinkan utk ajar tinggal ajar creationis,0.0,13
208208,208208,subhanallah kalau ahok vonis salah naudzubillahmindzalik tanda wajib lengser jokowi,0.0,13
208209,208209,temu lembaga budaya muhammadiyah ketua dpr sebut warta kota,0.0,13
208210,208210,user barang besar makin keras menghujam keras dalam bahan bongkah hutan lebat ketika pula erang keras pecah bibir erang mampu bunuh yahudinnkorban stensil xfxfxx,0.0,13
208211,208211,duh dek jeksen sama temennya sama brengsek url,1.0,13
208212,208212,user harap maklum aja pak buat isu selain udah toku medekati idiot xfxfxxd,1.0,13
208213,208213,fifa siasat isu suara monyetxexx aksi perancisrussianurl url via sinaronline,0.0,13
208214,208214,user gak jangan makan coklat dulu anjing malah mencret gitu untung gapapa,0.0,13
208215,208215,massa tuntut jaksa tuntas kasus duga korupsi pkk dairi,0.0,13
208216,208216,user user user sarap nih orang udh salah bego buka malu,1.0,13
208217,208217,muncul pimpin muslim monmaap nih bang emang presiden kite sekarang nyembah pohon ape pegimane,0.0,13
208218,208218,dpp gema adil dorong ahmad heryawan calon presiden capres ri itu pakat sayap pemuda pks gelar rapimnas kota bandung april,0.0,13
208219,208219,ya orang indonesia suruh tertib susah banget salah satu contoh tertib tidak naik krl tumpang mau turun selesai semua saking sering nemu orangorang brengsek kayak gitu stasiun sampai pikir nyiapin kata maki,1.0,13
208220,208220,user user aseng yg bajing spt ahok serta kronixcxb nya perlu anti kan,1.0,13
208221,208221,bj habibie prabowo tdk pntas jd presiden krna dalang rusuh bner bgt pak skrg jg dalang dr semua rusuh sara,0.0,13
208222,208222,user tepay sekalidiberangus uu md,0.0,13
208223,208223,user user sampah visual waktu kondisi,0.0,13
208224,208224,user user cebong dongo notak jongkok,1.0,13
208225,208225,wanita transgender usia tahun mansehra buah kota timur pakistan keliling gunung hijau tengah kampanye milu pakistan juli majuxexxa url,0.0,13
208226,208226,user user user jgn diladenin tu ekor cebong kelayaban tuju,1.0,13
208227,208227,rt user user user user user user user user user user userxexxa,0.0,13
208228,208228,banser jaga ulama,0.0,13
208229,208229,user user luhut bajing,1.0,13
208230,208230,tsamara kagum diktator sukarno,0.0,13
208231,208231,user user tumben om ustadz ga on masalah ininooopstapa bawang aseng x yah xfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxa,0.0,13
208232,208232,user xfxfxxaxfxfxxaxfxfxxa y w pinggir koreng cantik,1.0,13
208233,208233,ajar catut nama tuhan dapat nikmat ikut jln hidup muhammad bejad,1.0,13
208234,208234,gw punya jari tengah buat lu bom gw ukur nyali sama bacot lu xfxfxxf,1.0,13
208235,208235,user user juga hadits yg rangkai dg pecah cabang yahudi nasrani kan,0.0,13
208236,208236,china memang sangat agresif ambil alih saham saham usaha tambang dunia china ambil alih saham tambang milik freeport bagai negara china taruh minat besar milik newmont freeport kuat rantai suply i,0.0,13
208237,208237,prabowo jadi kuli indonesia kalah saing url,0.0,13
208238,208238,user kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k,1.0,13
208239,208239,najis minta bgt gua kepruk lu gov,1.0,13
208240,208240,sumber daya alam indonesia kita milik sepenuh jangan asing rebut,0.0,13
208241,208241,user user wkwkwkwkwkwkk bayang monyet kera saktixfxfxxxfxfxx,0.0,13
208242,208242,rejim keluar muncul istilah mesjid radikal entah siapa belakang semua syiah komunis liberal lain,0.0,13
208243,208243,user bodo amatngak tarik titik,1.0,13
208244,208244,user sa ae lu upil onta xfxfxxxfxfxxxfxfxx,1.0,13
208245,208245,ampun bentar nyampe jkt ini mimpi burik,0.0,13
208246,208246,user kroasia kapir tauuungapain blajar sm kapirudh lupa sm kapling sorga,1.0,13
208247,208247,yaudah yg di tunggu udah keluar jalur nya lengser jokowi jokowiend,0.0,13
208248,208248,user user becanda hye sumpa da bisa kirimin bom nuklir sama user,0.0,13
208249,208249,bukan masuk umat orang yg tak hormat orang tuatidak sayang anak tidak mulia alim ulamahr ahmad thabrani hakim,0.0,13
208250,208250,user jangan biar pemprov dki kerja sendiri dukung ikut bantu pemprov lawan cukong aseng asing para koruptornnbersatu kita teguh pemprov dki sama warga dki jakarta lawan cukong aseng asing para k,0.0,13
208251,208251,menangin pilkada nyata milik caracara perlu kamu tahu perlu contoh kok simak dulu deh caracaranya video gtgt,0.0,13
208252,208252,ajak rakyat wisata ziarah negeri jangan biar rakyat terus tipu laku ziarah umroh haji,0.0,13
208253,208253,user sekali istilah kopar lapor pki aseng asing pri noprikarena sejati satu nkri,0.0,13
208254,208254,mau balik orba pilih prabowo mau lanjut reformasi pilih jokowi nasib memang pilih tak kecuali nasib negara,0.0,13
208255,208255,user miris presiden negara besar tak daya ter kacung kan,1.0,13
208256,208256,detik detik presiden indonesia eh gubernur indonesia pak user temu presiden turki user teks bingung lgsg nyrocos ngomong nampak sangat akrab sekali beda si ah sudah gak usah bahas mmg kelia,0.0,13
208257,208257,user user user arti semua ulah perintah donk kalo wakil presiden mahar gratifikasi,0.0,13
208258,208258,what do you think aku emang gak komentar banyak negara mana agama islam agama yang minoritas jerman entah hati sedih denger larang ini diterapin jerman user,0.0,13
208259,208259,user user kamu psk usah nyampur lepas kerudung baru tau kamu psk kamu baca twit nya fahri yg benci jokowi yg balas jokowi presiden tdk pantas maki orang fahri twit fahri penuh,1.0,13
208260,208260,user efek aseng,0.0,13
208261,208261,user lagi ngomong bacot dalem ati,1.0,13
208262,208262,perhati nnkampus mana yg pertama kali aksi demo lawan tuntut suharto mundur kampus mana yg gencar terus terus lama lebih bulan aksi demo hentinntrisakti atmajaya untar unkris ukinnkampus yg afiliasi dg csis elit k,0.0,13
208263,208263,benar beta sepak dasar yahudi xfxfxxd,1.0,13
208264,208264,user halo amel aku baca sampe sipit hakdhsk biell sini,0.0,13
208265,208265,bukan komunis kali yg coba bangkit tapi rezim orba haus,0.0,13
208266,208266,udah gue tinggal beli batagor sampe balik blm mulai anjir ngaret,1.0,13
208267,208267,abu janda user lapor pak user polda metro jaya padahal kolega si gun user duluan kata kitab suci fiksi yg yakin alamak ayo abu janda lapor sekali si gun,0.0,13
208268,208268,presiden boros foyafoya rakyat derita jokowi presiden pilih taipan cc user user gantipresiden,0.0,13
208269,208269,rt user icymi swat sfc selamat monyet proboscis url url,0.0,13
208270,208270,user acting nya murah jadi gg laku pasarancebong begitudungu nya permanen hahahaa kebnyakan minum air kencing bagongtumpul tuh otak,1.0,13
208271,208271,then last tunjuk rumah rumah hindu patung rumah budha tokong rumah islam thats it aku point aku faham semua kamu tak kan tahu orang betul ikut cara islam tak kau lihat amal,0.0,13
208272,208272,user user andai tak pak harto indonesia jadi negara komunis satu dua ideologi yg benci,0.0,13
208273,208273,user bahasa indonya cacad,1.0,13
208274,208274,usaha najib stabil ekonomi untung masyarakat cina,0.0,13
208275,208275,aku lindung allah goda setan kutuk ndengan sebut nama allah maha asih maha sayang,0.0,13
208276,208276,belum bank bumn sebut pinjam uang china publik perintah kata pinjam sebut bangun infrastruktur nyata bagi besar guna fasilitas china kuasa newmont adalah buat kongkalik,0.0,13
208277,208277,rt user cina masuk salah satu ras indonesia beda dg singapur,0.0,13
208278,208278,xfxfxxa jangan jahatin anak orangnxfxfxxa baru sekali udah diginiin hahannemang mau berapa kali lo jahatin anak orang suparji mau sekali ribu kali lo jahat otongsinting,1.0,13
208279,208279,user user jd tri suharto homo kan,1.0,13
208280,208280,klo bapak bunuh pki biasa anak bales dendam harus usir komunis cina bukan buat reklamasi,0.0,13
208281,208281,nih gue jelasin nncowo burung gaada jadi cewe cewenya nada nnsiapa transgender indonesia yg nyanyi url,0.0,13
208282,208282,cowo brengsek semua,1.0,13
208283,208283,user user yg jadi masalah ini orang politisasi isu islam nusantara bhkn yg smpai bilang sesat kafir ini yg jd soal ktka isu spti politisasi utk penting politik klo dlm beda dapat sila,0.0,13
208284,208284,selamat hari koperasi nasional koperasi landas ekonomi bangsa dipeluhara tumbuh kembang ancam praktek kartel asing xfxfxxaexfxfxxa,0.0,13
208285,208285,segera koordinasi kuat massa muslimutk segera kepung duta myanmarusir dubes orang budha biadab dari indonesia,1.0,13
208286,208286,tentara saudi tiba suriah isis banci lari libya url url,1.0,13
208287,208287,rt user politis gerindra minta jokowi tak banyak omong url presiden hrs banyak omong kl gk kr bisu user,0.0,13
208288,208288,rt user user jt dukung jokowi siap menang pilih presiden biar kaum sumbu pendek makin kejang kejang,1.0,13
208289,208289,sebab macet divestasi saham freeport salah satu terbit atur perintah nomor tahun nyata usaha tanam modal asing wajib divestasi saham pihak indonesiannfreeport,0.0,13
208290,208290,mabukksbbmrebesmili cupu,1.0,13
208291,208291,mending lihat bajing hati punya iman lihat rupawan laku kayak preman,1.0,13
208292,208292,pernah adanneh karcis parkir sama lu kannengga kan tadi lu yg pegangnah tai serius lunntiap keluar mall,1.0,13
208293,208293,even ustaz serban jubah putih kalau drive macam celaka tetap golong golong babi anak anak,1.0,13
208294,208294,user user siapa bilang ustadzpembualsinting,1.0,13
208295,208295,teroris pernah sekalipun kafir komunis nusantara nista islam kitab nabi sawnnakan teroris selalu hadir dan kapan bila hendak samping isu politik panas,0.0,13
208296,208296,nama arisha kalian panggil risha jangan tanya nama tengah asing ibu bilang nama buah kota inggris arisha adalah anak tunggal sejak kecil sudah biasa hidup mandiri xe,0.0,13
208297,208297,user user klo ken mensyen gw genepin dulu follower loe bong loe mensyen gw ras masuk kakus g waktu buat cebong dungu berfollower dijit,1.0,13
208298,208298,rt user memek gatel ken kentot pake kontol keker,1.0,13
208299,208299,rt user user jangan tipu polos user rezim anti islam politicid,0.0,13
208300,208300,user moga pak jokowi para ulama selalu sehat aamiin,0.0,13
208301,208301,keandra sosok lelaki tarik dua jenis gender aku ada transgender anggap diri lelaki dia juga anggap norma gender tidak sehingga sering ting laku layak,0.0,13
208302,208302,user yg salah cuma kaum cebong situ kaum cebong bukan,1.0,13
208303,208303,kini cina sedang usaha kuasa politik hukum indonesia,0.0,13
208304,208304,rt user ngentot wc mas yuk url,1.0,13
208305,208305,pki ormas anti pancasila sdh larang nkri jawab user bukan pk user ikut turun pk harto jawab,0.0,13
208306,208306,kurang asam folat ganggu bentuk otak cacat bawa susun saraf pusat maupun otak janin,0.0,13
208307,208307,user habis makan nyemil semalem pantes bikin kamu gak tidur maleman xfxfxxxfxfxx gemuk loh perut colek perut youngji nntar gendut loh cubit pipi youngji pelan,0.0,13
208308,208308,user gw rasa bego lu jwb mulu,1.0,13
208309,208309,bung karno anti asing beliau jawa coba deh adain konsensus lebih banyak mana jawa anti asing pro asing keboohannya nnkalau keliru tutup akun,0.0,13
208310,208310,yesung orang katholik,0.0,13
208311,208311,cina kok ikut ngomongbalik sana cinaorang islam rohingya aja usir sama budha myanmarkampret,1.0,13
208312,208312,najis jam gin bom tidur malah baru masak nasi hmmmmz,1.0,13
208313,208313,user rezim keren orba yg bikin kontrak bikin sengsara rakyat satu presiden yg bikin freeport beri saham gede nnhanya jokowi yg nkalau ada yg nyinyir arti antek asing nnindonesiakuasaifreeport njoko,0.0,13
208314,208314,nyata hey balik insiden heli jatuh nyata pt imip kerja wna cina,0.0,13
208315,208315,rip sks mata kuliah economics ajar ekonomi inflasi pas sma dulu,0.0,13
208316,208316,rt user mana harga diri kalian user lembek kpd antek komunis keras anti kapolri politicid,0.0,13
208317,208317,user pake kolak pisang sm es campur jd pancing buaya deh,0.0,13
208318,208318,user user user hubahahaha goblok emang kecebongnlu ngetawain dia tawain rekening lu bege xfxfxx,1.0,13
208319,208319,user user user user bah otak onta satu bener sedeng sdhsaya tau ulama mu bicara ekonomi muslimjgn ulang onta somplaksaya tanya tu gmn cara kuat ekonomi muslimgtu,1.0,13
208320,208320,muslim rohingya hari aku gendong ibu desa bakar teroris budha,0.0,13
208321,208321,saat belum kembang hukum kait nista agama laku oleh,0.0,13
208322,208322,user user yg goblog adalah bani cebong tukang tipu jilat kuasa yg tahu gerakin masa yg bayar pakai nasi bungkus propaganda nasi bungkus memang selalu gagal,1.0,13
208323,208323,user asa sdh sring kena skakmat kok ga sembuh dana utk pensiun jg sdh sah dprlho org kan jg org dpr xfxfxx,0.0,13
208324,208324,user gua penasaran sebenernya bener ga sih ahahah apa nyari kambing hitam aseng aja rusia misterius diem aja ga nanggapin apa tp kalo secepetnya bikin hancur mrk gpp asal jangan drag us all ahahahanpemerintah,0.0,13
208325,208325,banyak hafal surah alquran masuk ayatayat rang bunuh penggal kafir juga ayat cocok penis,1.0,13
208326,208326,rt user kayak brondong ya kontol gay coli bahancoli url,1.0,13
208327,208327,anda jend suharto ada tahun nasib bangsa indonesia jadi negara komunis ateis user user user,0.0,13
208328,208328,user user user tanya siapa ganti presiden celeng lansung klojotangak salah rockygering bilang celeng dungu stabil,1.0,13
208329,208329,scroll insta dak farah ni tetiba asa mcam cerita idiot gambaq pra matang semua xfxfxx,0.0,13
208330,208330,user user mmmm ada bom yg belakang laku wanita cadar wajar kalo masyarakat resah ngembalikan percaya masyarakat biar ga curiga ga gampang bikin aksi peluk gt emang sih sounds weird kamu mau emang tiba,0.0,13
208331,208331,user user emang apa onta,0.0,13
208332,208332,salah satu hasil rekomendasi mukernas user dukung user sbg presiden republik indonesia anismatta rinduanismatta user user user user user user user user user user,0.0,13
208333,208333,user user huehue si mahfud md udah ngikutin geng si wowok oposisi tolol,1.0,13
208334,208334,bagusbersatu teguh berceraiaseng kuasa url,0.0,13
208335,208335,rt user asal setia bayar pajak uang pajak tdk utk bayar upah orangorang yg mau ubah uu kpk,0.0,13
208336,208336,user wkwk rejim sekarang pihak rakyat,0.0,13
208337,208337,user emang cem bangsat temen kutuk macam tuh untung bulan puasa nehehe,1.0,13
208338,208338,ni lagi gera user kntl bela chibi anzing,1.0,13
208339,208339,user cebong sana sini cari simpatisandan popularitas,1.0,13
208340,208340,user user harus bom kek yg benar nunjukin ini siapa dgn emabel xexxcbomxexxd bikin takut org org sbnr nya klwr yg jadi korban,0.0,13
208341,208341,user duh gw baru sadar pas praketik jari buat huruf o kntlxfxfxx,1.0,13
208342,208342,yooa cantik banget edan,1.0,13
208343,208343,imf tahan kira tumbuh ekonomi global,0.0,13
208344,208344,user aaaamiiiiiiinnnnnmudahmudahan ga yang geblek trus riya posting gaji timeline,1.0,13
208345,208345,user xexxaxexxhinata sontak kejut kerjap beberapa untung pernah ajar bahasa asing jadi bisa erti arti ucap sosok baru temu ininnxexxxexxah selamat malam nama hyu,0.0,13
208346,208346,nyata tuhan dengar doa komunis ruscro,0.0,13
208347,208347,emang udah sarap gapunya rasa peduli sama sekali bgstttttttt,1.0,13
208348,208348,user bukan hamil hahahah gembrot lucu bgt,1.0,13
208349,208349,user pikir busuk bunuh biasa sekarang banyak korban bunuh tentara polisi masarakat di bunuh sparatis picek mata,1.0,13
208350,208350,cipta tujuh langit berlapislapis akan kamu lihat imbang cipta tuhan yang maha asih lihat sekali ada kamu lihat yang cacat,0.0,13
208351,208351,user pdhl gampang yak klo gak mau sebut kafir udh syahadat aja,0.0,13
208352,208352,adem banget lihat allahu akbar,0.0,13
208353,208353,user karna lu jbjbnya udah siang coba tdi pagi masih pagi yakan jangan goblok tang wkwk,1.0,13
208354,208354,memek kalo udah basah gin enak banget keluar masuk pake jari jadi licin,1.0,13
208355,208355,user user bacot kamu pecun,1.0,13
208356,208356,user user user user user user user user user sastra e karl mark pentol komunis rusia,0.0,13
208357,208357,user user human rights ni agenda yahudi utk mhalalkan yg haram dlm islamkita patut tau allah rightshak allahjaga hak allah insyaallah semua pelihara,0.0,13
208358,208358,user user iya benar teman muka hindu wil malang beliau pernah cerita hindu india sama hindu bal hindu jawa beda hindu bal cenderung adopsi adatbudaya jawakejawe,0.0,13
208359,208359,user nyata dgn d takut tim komunis akn d kpk kan akhir tgb nyerah k pngkuan zionis pkip,0.0,13
208360,208360,masyarakat yg percaya hitam putih dunia gak yg percaya kalau ada agamawan yg komunis okok yg dukung larang rokok kerja keras yg gak sukses quotesmuke,0.0,13
208361,208361,rt user ustad tukang fitnah tuduh jokowi pki kapan tangkap,0.0,13
208362,208362,user user user user halah bacot kau anti aseng ngimpor dari cina wakakakak jilat pantat,1.0,13
208363,208363,rt user betul pki jombi yg ancam nkri hanya ummat islam lah mampu ganyang pki url,0.0,13
208364,208364,sungguh rezim jokowi lebih sadis dri kuasa soeharto puluh tahun lama,0.0,13
208365,208365,user emang setan kok bikin penasaran hahaha,1.0,13
208366,208366,psk artis online marak di bicara tyas mirasih ingat netizennnetizen tyasmirasihnurl,0.0,13
208367,208367,user anjir wkwkwkwk nete banget nih,1.0,13
208368,208368,rt user skandal majikan pembokat memek mas rapet bahancoli ngewe ngentot memek pembokat url,1.0,13
208369,208369,rt user user jendral propaganda perang propaganda dgn jual utama pki cina,0.0,13
208370,208370,user x lo ngomong aja kaga bener bangke,1.0,13
208371,208371,user ente klo berani jgn gk fotonyajgn jd cundang jadi antek kompeni nonton tuh bokep mulu ditwitter lopantes ancur indonesiadasar otak mesum user user user user user user user,1.0,13
208372,208372,allah xl gak kurang kampret apa koneksi user,1.0,13
208373,208373,tak perlu iman yg fiksi apa sampai para ulamakyaiustadz dalam ceramah semua fiksi ayat fiksi semua bukan pak user,0.0,13
208374,208374,user artikel buat manusiatapi yg tidur anjing v ada ae lu min user,0.0,13
208375,208375,sahabat yg pulang dr papua belum kerja disalh satu kontraktor yg mngerjakan infrastruktur yg sdang bangun beliau cerita bnyak bagmna jauh ketinggaln rkyt papua dibnding dgn wilyah lain negeri syukrlah pk jkwi jd presid,0.0,13
208376,208376,user biadab uus sini keparat tunggu dimonas jangan cuman koar koar hidup lu anjing,1.0,13
208377,208377,user nama panggilanya yasuko entah alesanya apa cuman dulu waktu kecil aku gendutmata nya sipit yah gitu lahh ssemangatpagi,0.0,13
208378,208378,ikami unsur noda agama puisi ganjar,0.0,13
208379,208379,kalau bukan negara beragamaya hapus sila pertama pancasilamemangnya kristenbudhahinduislam lainlain,0.0,13
208380,208380,otw jekardah wussssttturunkan jokowi,0.0,13
208381,208381,user user user user user user user user user user user user user user user user user user user user user racun tiap nete,1.0,13
208382,208382,user user user cebong kan otak nya cuma sak upil,1.0,13
208383,208383,user pulang kampung doi cina wkw,0.0,13
208384,208384,user haduh gimana mata gue sipit banget padahal im not a chinese myself haduh sabar adekku,0.0,13
208385,208385,user user user user user user ente bagai sair sedang luka hati rruarrr biasa nbtw bangke tikus aja bikin gue jijik bagaimana pulak bangke setan,1.0,13
208386,208386,user kayak ayam kelaperansemua makan karet batu sampah adeuhh,0.0,13
208387,208387,rt user user user ijazah mu apa sih yg pling tinggi cek beda permesta dgn semesta,0.0,13
208388,208388,nextnya turun jokowi pak de user,0.0,13
208389,208389,rt user kalau cebong puji prestasi nya presiden jokowi nkalau kampret nyinyir kalau perlu pakai bumbu fitnxexxa,1.0,13
208390,208390,user rezim rusak bukan baik systeamnya malah sibuk cari salah klu pasti ketemu aja kpk alat besok perintah ganti ulang engah pernah selesai siapa organisasi orang,0.0,13
208391,208391,cagub lampung pihak tani,0.0,13
